titolare	domanda_id	database
BORGHI GIUSEPPE A MONTECAVOLO (REGGIO EMILIA)	3376	itapat_1981_1
BURATO PIERO CLAUDIO	133	itapat_1990_76
BURATO PIERO CLAUDIO	908	itapat_1990_156
BURATO PIERO CLAUDIO	777	itapat_1990_159
BURATO PIERO CLAUDIO	130	itapat_1990_111
BURATO PIERO CLAUDIO	7	itapat_1990_87
BURATO PIERO CLAUDIO	128	itapat_1990_92
BURATO PIERO CLAUDIO	474	itapat_1990_86
BURATO PIERO CLAUDIO	565	itapat_1990_81
BURATO PIERO CLAUDIO	18	itapat_1990_66
BURATTO PIERO CLAUDIO	319	itapat_1990_156
ALTOMARE FRANCO A MONTECCHIO,TRENTO VOC. SAN MARTINO,MONTECCHIO TRENTO	2852	itapat_1985_1
GABBI DINO GABBI MARIO FONTANA IVANO A MONTECCHIO REGGIO EMILIA REGGIO EMILIA	2773	itapat_1979_2
DIECI GIANCARLO DIECI ROBERTO DIECI GIANNI A MONTECCHIO REGGIO EMILIA	2023	itapat_1972_4
F.LLI MONTANARI S.D.F. DI MONTANARI GIUSEPPE MONTANARI ANGELO E MONTANARI LUIGI A MONTECCHIO REGGIO EMILIA	6453	itapat_1978_3
BERTANI CLAUDIO	639	itapat_1990_16
BERTOLINI GIUSEPPE	559	itapat_1990_187
BERTANI CLAUDIO	975	itapat_1990_26
BARBIERI GIACOMO	574	itapat_1990_119
PERON GIOVANNI BATTISTA	689	itapat_1990_18
OMBELLINI GIUSEPPE E ROBERTO S.D.F.DITTA OMBELLINI DARIO DI A BASILICANOVA PARMA	2495	itapat_1978_3
OMBELLINI DARIO DI OMBELLINI GIUSEPPE E ROBERTO S.D.F. A BASILICANOVA PARMA	3844	itapat_1979_1
LONDERO CLAUDIO	588	itapat_1990_156
BISERNI MARIO A MONTECOMPATRI ROMA ITALIA	3565	itapat_1978_3
CARPINELLI GIUSEPPE	620	itapat_1990_79
CARPINELLI GIUSEPPE	625	itapat_1990_99
SACCO PIETRO	646	itapat_1990_122
MANSI FRANCESCO	303	itapat_1990_162
CASTAGNA ROBERTO	986	itapat_1990_149
AGUZZI MARIO A MONTEFELCINO PS	140	itapat_1985_1
BALESTRA GIORGIO MARIANO	792	itapat_1990_162
PAGANI BRUNO	884	itapat_1990_125
TOSCANELLI SERGIO	895	itapat_1990_32
FUSTELLIFICIO ROMALDINI DIROMALDINI ROBERTO E C.	433	itapat_1990_12
SOTTORIVA GIANFRANCO	121	itapat_1990_176
CALABRIGO GIOVANNI BATTISTA A CIANO DI CROCETTA MONTELLO TREVIS	973	itapat_1984_3
CALABRIGO GIOVANNI BATTISTA A CIANO DI CROCETTA MONTELLO TREVIS	305	itapat_1984_3
GERACI GIUSEPPE A MONTEMAGGIORE BELSITO PALERMO	907	itapat_1972_3
GIALLOMBARDO GIUSEPPE E GIALLOMBARDO GAETANO A MONTEMAGGIORE BELSITO PALERMO	3263	itapat_1969_1
OFFICINA MECCANICA RIMETEC S.N.C. DI TREDICI MORENO & GROSSO VITO ANTONIO	449	itapat_1990_115
FRATI LAURA A MONTEMURLO,FIRENZE CIONI BERNARDO CIONI PAOLO	187	itapat_1985_1
OFFICINA MECCANICA BANCHELLI ENZO A MONTEMURLO FIRENZE	1838	itapat_1972_2
GRASSI ENRICO	513	itapat_1990_126
TALAMONTI LUIGI	988	itapat_1990_83
CASCINELLI GIUSEPPE AD ABBADIA DI MONTEPULCIANO SIENA	5640	itapat_1968_2
ROSSI FERNANDO	747	itapat_1990_133
CASCINELLI GIUSEPPE AD ABBADIA DI MONTEPULCIANO SIENA	4851	itapat_1968_2
CASCINELLI GIUSEPPE AD ABBADIA DI MONTEPULCIANO SIENA	4127	itapat_1968_2
GRILLINI GIORGIO A MONTERENZIO BOLOGNA	8140	itapat_1976_3
PISTOLESI CLAUDIO MONTERIGGIONI SI LORNANO MASSINA,36	2160	itapat_1986_3
ROSSI DANILO	634	itapat_1990_124
SCIOLI GIOVANNI BATTISTA	82	itapat_1990_71
SCIOLI GIOVANNI BATTISTA	830	itapat_1990_164
MERIGHI ROSSI GUIDO	478	itapat_1990_93
SALVAIRE GIOVANNI ROBERTO PAVANO MARIA GRAZIA A MONTEROTONDO ROMA	6989	itapat_1978_1
BRIZZI FRANCO A MONTEROTONDO SCALO ROMA	3299	itapat_1976_2
SALVAIRE GIOVANNI ROBERTO PAVANO MARIA GRAZIA A MONTEROTONDO ROMA	3736	itapat_1981_1
SALVAIRE GIOVANNI ROBERTO PAVANO MARIA GRAZIA A MONTEROTONDO ROMA ITALIA	3160	itapat_1980_2
DE MARTINO GIUSEPPE	384	itapat_1990_101
FIORE CESARE	613	itapat_1990_148
GRAZIOSI BRUNO MARIA	142	itapat_1990_143
FIORE GIUSEPPE	136	itapat_1990_70
VIERI RICCARDO	593	itapat_1990_179
VIERI RICCARDO	252	itapat_1990_166
VIERI RICCARDO	149	itapat_1990_160
VIERI RICCARDO	920	itapat_1990_102
VIERI RICCARDO	333	itapat_1990_105
CONTI ROBERTO	505	itapat_1990_179
VIERI RICCARDO	871	itapat_1990_171
VIERI RICCARDO	703	itapat_1990_71
VIERI RICCARDO	47	itapat_1990_186
VIERI RICCARDO	872	itapat_1990_75
VIERI RICCARDO	918	itapat_1990_161
VIERI RICCARDO	615	itapat_1990_192
FRANCHI GIOVANNI A MONTEVARCHI,AREZZO	700	itapat_1981_3
CANOVA ANTONIO	608	itapat_1990_123
LODI S.N.C. DI VINCENZO DI GREGORIO E C A MONTEVECCHIA COMO	2592	itapat_1986_3
CALVI ROBERTO	928	itapat_1990_156
CALVI ROBERTO	270	itapat_1990_136
CALVI ROBERTO	305	itapat_1990_142
CALVI ROBERTO	929	itapat_1990_156
MAGNI ENRICO	883	itapat_1990_93
OFFICINA MECCANICA ROSSI DI ROSSI LUIGI	761	itapat_1990_110
OFFICINA MECCANICA ROSSI DI ROSSI LUIGI	625	itapat_1990_107
MALASPINA GIUSEPPE A LICCIANA NARDI FRAZ.MONTI MAS SA CARRARA	1389	itapat_1976_3
BENEDINI ROBERTO	604	itapat_1990_129
CAZZANIGA ITALO A MONTICELLO BRIANZA COMO	5842	itapat_1976_1
RIZIERI ANGIOLINO BOZZOLO MANTOVA CASIRAGHI GIOVANNI CARLO A MONTICELLO BRIANZA MANTOVA	4250	itapat_1977_2
CANETTA PAOLO MARIA	511	itapat_1990_40
SENINI MASSIMO	472	itapat_1990_32
BIANCHI RENATO A MONTOPOLI PISA	2560	itapat_1970_1
BERTINI MASSIMO	292	itapat_1990_86
FIORINI ANTONIO A MONTORIO VERONA	8270	itapat_1975_3
FIORINI ANTONIO A MONTORIO VERONA	5316	itapat_1975_3
FIORINI ANTONIO A MONTORIO VERONA	3769	itapat_1973_1
O.A.R.M. DI FIORINI ANTONIO E C. S.N.C. A MONTORIO VERONA MONTORIO VERONA	111	itapat_1983_1
MORETTI GIOVANNI	663	itapat_1990_0
BERTOLA GRAZIANO E COCCO GIACOMO A MONTORSO VICENZA	8231	itapat_1973_2
RESINTEK DI PAGANI LUCIANO E C.	486	itapat_1990_11
COLOMBO CESARE EMILIO A MONZA MILANO MIGLIORINI RENATO A MILANO	7242	itapat_1970_3
LOCATI GIUSEPPE A MONZA MILANO	7735	itapat_1969_2
GALLI LUIGI	398	itapat_1990_169
BARONI GUIDO	513	itapat_1990_195
MENEGATTO CARLO A MONZA MILANO	1673	itapat_1985_2
MEREGALLI GIANFRANCO A MONZA MILANO	3895	itapat_1977_1
O.F.R.A.M. OFFICINE MECCANICHE ALLESTIMENTI NAVALI DI RIVOLTA MARIO A MONZA MILANO	4077	itapat_1971_2
MARIANI GIUSEPPE A MONZA MILANO	5231	itapat_1972_4
ZAPPA CARLO A MONZA MILANO	3562	itapat_1971_4
VALENTINI MARCO MARIA	360	itapat_1990_151
MARCA CLAC! DI CATTANEO SERGIO	565	itapat_1990_136
MARCA CLAC! DI CATTANEO SERGIO	593	itapat_1990_142
MOTTA ANGELO A MONZA MILANO	3477	itapat_1974_2
VERGANI FRANCO A MONZA MILANO	8062	itapat_1974_3
LA MECCANICA DI FUMAGALLI MARCO A MONZA MILANO	3220	itapat_1968_1
MARIANI GIUSEPPE A MONZA MILANO	5232	itapat_1972_4
RIPAMONTI SERGIO A MONZA MILANO	913	itapat_1975_1
FANFONI ADELIA A MONZA MILANO MAIERON NATALINA A BRUGHERIO ROSSI GIUSEPPE A MONZA ROSSI ALVARO A BRUGHERIO	348	itapat_1983_3
ARRIGONI PIERINO E REDAELLI GAETANO A MONZA MILANO E CAZZANIGA EMILIO A BRUGHERIO MILANO	1326	itapat_1968_1
COLOMBO RICCARDO A MONZA MILANO	7067	itapat_1969_3
PAGNONI FRANCO A MONZA MILANO E COLLI ALESSANDRO A MORTARA PAVIA	8515	itapat_1973_3
BORDOGNA BRUNO MONZA	5	itapat_1987_3
MARELLI ERNESTO A MONZA MILANO	985	itapat_1983_2
ARRIGONI PIERINO E REDAELLI GAETANO A MONZA MILANO E CAZZANIGA EMILIO A BRUGHERIO MILANO	1325	itapat_1968_1
RIPAMONTI EUGENIO A MONZA MILANO	6736	itapat_1974_1
MARCHESI MARIA FRANCESCA ORA F.LLI CITTERIO S.P.A.	85	itapat_1990_162
VILLA SERGIO A MONZA MILANO	2026	itapat_1969_2
MANIFATTURA MARIO COLOMBO E C. S.A.S. DI ANGELO E GIANCARLO COLOMBO E C. A MONZA MILANO	2726	itapat_1976_1
MARIANI GIUSEPPE A MONZA MILANO	7639	itapat_1968_4
BIGIOGGERO ROBERTO MONZA	1469	itapat_1977_1
MARIANI GIUSEPPE A MONZA MILANO	2374	itapat_1969_4
MANIFATTURA MARIO COLOMBO E C. S.A.S. DI ANGELO E GIANCARLO COLOMBO E C. A MONZA, MILANO	3841	itapat_1972_1
LA MECCANICA DI FUMAGALLI MARCO E C.S.A.S. A MONZA, MILANO	3375	itapat_1976_2
OFRAN OFFICINE MECCANICHE ALLE STIMENTI NAVALI DI RIVOLTA MARIO A MONZA MILANO	7023	itapat_1968_1
MOTTA ANGELO A MONZA MILANO	145	itapat_1971_2
MENEGATTO CARLO A MONZA MILANO	166	itapat_1985_2
RIPAMONTI EUGENIO A MONZA MILANO	3793	itapat_1972_2
FUMAGALLI ENRICO E SAVINI ALDO A MONZA MILANO	7662	itapat_1971_4
COLOMBO MARIO A MONZA MILANO	2646	itapat_1986_3
RIVA FRANCESCO A MONZA MILANO	7661	itapat_1975_3
S.A.L.P.P. S.A.S. DI FUMAGALLI ANTONIETTA E C. A MONZA MILANO	6189	itapat_1968_1
RIPAMONTI EUGENIO A MONZA MILANO	3771	itapat_1974_2
GHEZZI ENRICO A MONZA MILANO GHEZZI MARIO GHEZZI GIUSEPPE	3721	itapat_1974_3
RIVA ERNESTO A MONZA MILANO	5899	itapat_1971_1
AGOSTI GIANFRANCO A MONZA MILANO	3852	itapat_1976_1
LOCATI GIUSEPPE A MONZA MILANO	53	itapat_1973_2
MARIANI GIUSEPPE GUSBERTI MARCELLA A MONZA MILANO	1566	itapat_1986_2
TRIFIRO FERRUCCIO E BANFI CARLO A MILANO E A MONZA MILANO PASQUON ITALO A MILANO FORZATTI PIO A MONZA MILANO MAZZOCCHIA CARLO E CAPUTO GIAMPIERO A MILANO	3463	itapat_1972_1
MEREGALLI GIANFRANCO A MONZA MILANO	146	itapat_1978_1
WELTERT ALFREDO PRANDINI PAOLO A MONZA MILANO A BRESCIA RITI FRANCESCO A CASSINA DE PECCHI MILANO	1943	itapat_1986_2
FUMAGALLI MARCO A MONZA MILANO	2883	itapat_1972_3
COSTRUZIONI MECCANICHE SAN DONATO DI CAZZANIGA GIUSEPPE E C. S.A.S. A MONZA MILANO	6808	itapat_1968_1
ROSSI GIUSEPPE FANFONI ADELIA A MONZA MILANO A MONZA MILANO ROSSI ALVARO MAIERON NATALINA	2200	itapat_1982_3
RAVASI CARLO ENZO	880	itapat_1990_55
FACCIOLI GIOVANNI	294	itapat_1990_64
FACCIOLI GIOVANNI	591	itapat_1990_55
GOTTIFREDI GABRIELE A MORBEGNO SONDRIO	4740	itapat_1969_4
GIOVANETTI ANNA MARIA	412	itapat_1990_122
BATTELLI MARCO	539	itapat_1990_187
QUARTIC AUDIO DI RICCI FRANCESCO	250	itapat_1990_125
BIONDI GIANLUIGI	792	itapat_1990_15
MORETTI GIUSEPPE	741	itapat_1990_188
BIANCHI MARIO	104	itapat_1990_124
GOBBI LUCIANO A TIERNO DI MORI TRENTO TIERNO DI MORI, TRENTO	2155	itapat_1970_2
BIANCHI MARIO	105	itapat_1990_124
MARCHI ANDREA MARIA A MORLUPO ROMA	220	itapat_1988_2
VISCONTI SERGIO	670	itapat_1990_58
OLDANI MARIO	631	itapat_1990_47
EDDY RICAMI SNC DI BORDONI DONATELLA E TORRESI IVANA	739	itapat_1990_139
BIANCHI GIORGIO	684	itapat_1990_19
ZANINI GIORGIO	946	itapat_1990_147
CORE PAOLO	514	itapat_1990_99
GARZOTTO GIOVANNI BATTISTA	557	itapat_1990_74
GARZOTTO GIOVANNI BATTISTA	775	itapat_1990_34
NICORELLI MARIO MOTTA DI LIVENZA (TV)	298	itapat_1988_1
NICORELLI MARIO MOTTA DI LIVENZA (TV)	299	itapat_1988_1
BATTAGLIA GIUSEPPE	596	itapat_1990_137
GEMELLI ROBERTO	256	itapat_1990_191
DE SANTO MARIO	501	itapat_1990_189
BETTONI GIUSEPPE	291	itapat_1990_14
O.M.C. COSTRUZIONE MACCHINE PER MATERIE PLASTICHE DI CATTANEO LUCIANO S.A.S. A MOZZATE COMO	6562	itapat_1970_4
ELETTROMECCANICA G.B. CAPELLI S.N.C. DI GIOVANNI BATTISTA CAPELLI & C.	443	itapat_1990_122
CORTI CARLO	943	itapat_1990_15
LOCATELLI MARIO	217	itapat_1990_81
COLOMBO MARIO A MOZZO BERGAMO	971	itapat_1986_2
CASTELLI GIUSEPPE	966	itapat_1990_6
MONTELEONE GIUSEPPE	537	itapat_1990_112
PICCINELLI MARCO	231	itapat_1990_81
AMORETTI LUIGI	434	itapat_1990_127
WORLDMEC SNC DI BERNARDI ROBERTO & C.	312	itapat_1990_94
MANDELLI MARCO	225	itapat_1990_174
MANDELLI MARCO	714	itapat_1990_183
PRETI ROBERTO A NAPOLI	100	itapat_1981_2
A MARIGLIANO NAPOLI, BALESTRINO ALDO GUARINO GAETANO ROMANO GIUSEPPE A NAPOLI	273	itapat_1970_2
DI TOMMASO GIUSEPPE A NAPOLI	3786	itapat_1979_1
PIETRANGELO GREGORIO	409	itapat_1990_139
CRITELLI GIUSEPPE A NAPOLI GRASSI GINO A SESTO FIORENTINO,FIRENZE	1755	itapat_1985_3
APICELLA ANTONIO	607	itapat_1990_114
CIARAVOLO FABIO	290	itapat_1990_161
RUSSO GIUSEPPE	194	itapat_1990_74
CAPOZZI PAOLO A NAPOLI	3774	itapat_1968_3
PORCELLI ENZO A NAPOLI	2190	itapat_1976_3
GALLO ROBERTO	842	itapat_1990_47
ZAPPIA VINCENZO DE ROSA MARIO A NAPOLI	460	itapat_1987_3
DE ROSA MARIO	100	itapat_1990_142
MELE EUGENIO E MELE GIANNI A NAPOLI	5386	itapat_1971_3
LUCARELLI GIANCARLO	589	itapat_1990_105
FRANCIOSI GIOVANNI A NAPOLI	1127	itapat_1979_2
RUSSO GIUSEPPE A NAPOLI	5489	itapat_1972_4
GREGORIO GIUSEPPE	589	itapat_1990_94
BUCCELLI CLAUDIO	215	itapat_1990_168
MARINO ANTONIO	509	itapat_1990_87
FRANCIOSI GIOVANNI A NAPOLI	4414	itapat_1972_3
FONTANELLA GIOVANNI A NAPOLI SALITA GRADINI MOIARIELLO,71 NAPOLI	3223	itapat_1987_3
MANZONI ALESSANDRO A NAPOLI PROLUNGAMENTO TRAVERSA MAGLIONE 73	1458	itapat_1980_3
DE ROSA GIUSEPPE A NAPOLI	7637	itapat_1968_2
ZAPPIA VINCENZO DE ROSA MARIO A NAPOLI	204	itapat_1985_3
DE ROSA GIUSEPPE (30%)	566	itapat_1990_181
GIORDANO FRANCESCO A NAPOLI	5796	itapat_1972_2
COLOMBO GIUSEPPE A NAPOLI	1503	itapat_1970_1
FONTANA GIUSEPPE E ROMANO GIUSEPPE A NAPOLI	4905	itapat_1972_1
GATTO SALVATORE, GUIDA GIUSEPPE, MIGLIARESI CLAUDIO, NICOLAIS LUIGI, NICODEMO LUIGI, PALOMBA CIRO A NAPOLI	336	itapat_1983_1
ZAPPIA VINCENZO DE ROSA MARIO A NAPOLI	1469	itapat_1986_1
OLIVIERI GIUSEPPE	592	itapat_1990_144
PONTECORVO CARLO PESCE GIUSEPPE A NAPOLI	606	itapat_1983_1
RUSSO PIO E RUSSO RENATO A NAPOLI	2259	itapat_1980_3
PAGANO SERGIO A NAPOLI	2811	itapat_1970_2
DE ROSA MARIO	921	itapat_1990_114
BOSSO GIUSEPPE	910	itapat_1990_172
CAPOBIANCO VINCENZO, DE BIASI GIOVANNI E DE SIMONE GERARDO A NAPOLI	4585	itapat_1969_3
SICILIANI FRANCESCO E FONTANA GIUSEPPE A NAPOLI	702	itapat_1970_2
MANGINI RENATO A NAPOLI	3968	itapat_1969_4
BOSSO GIUSEPPE	909	itapat_1990_172
AMBROSIO LUIGI NICOLAIS LUIGI A NAPOLI SAMUEL J.HUANG A STORR/CONN.U.S.A. LEONE ANTONIO	1034	itapat_1986_3
FONTANA GIUSEPPE E ROMANO GIUSEPPE A NAPOLI	4955	itapat_1972_1
LAURIA FRANCESCO A NAPOLI	1278	itapat_1979_2
CUCCARO GIUSEPPE A NAPOLI	557	itapat_1970_3
RUSSO SERGIO	854	itapat_1990_95
RICCI MARIO	348	itapat_1990_165
FUSCO ROBERTO	178	itapat_1990_168
ROSSI FRANCESCO	769	itapat_1990_178
ESPOSITO ROBERTO A NAPOLI	4931	itapat_1979_1
CAPOBIANCO VINCENZO DE BIASI GIOVANNI E DE SIMONE GERARDO A NAPOLI	3440	itapat_1969_3
DE BIASI GIOVANNI DE SIMONE GERARDOE CAPOBIANCO VINCENZO A NAPOLI	69	itapat_1968_3
MARINO ANTONIO	299	itapat_1990_94
DE ROSA MARIO	349	itapat_1990_117
PEDONE CARLO	360	itapat_1990_131
MARINIELLO ALFREDO VARRIALE FERDINANDO DALL OCCHIO GIUSEPPE SICILIANO FRANCESCO CELENTANO MARIO A NAPOLI	3716	itapat_1972_2
A NAPOLI ZAPPIA VINCENZO DE ROSA MARIO	922	itapat_1985_2
FONTANELLA GIOVANNI BATTISTA A NAPOLI SALITA GRADINI MOIARIELLO,71 NAPOLI	322	itapat_1987_2
LOMBARDO GIUSEPPE A NAPOLI	2437	itapat_1986_3
DI NAPOLI GIUSEPPE	101	itapat_1990_109
CAPOMAZZA ROBERTO	945	itapat_1990_177
DE MARTINO ANNA MARIA	68	itapat_1990_134
DE ROSA MARIO ZAPPIA VINCENZO NAPOLI	2287	itapat_1987_3
PRETI ROBERTO A NAPOLI	2793	itapat_1981_2
GREGORIO GIUSEPPE	571	itapat_1990_91
MARINO ANTONIO A CASAVETERE, NAPOLI	2074	itapat_1983_2
POMPA ANTONIO	948	itapat_1990_160
DE ROSA GIUSEPPE	90	itapat_1990_192
GIORGIO A NAPOLI CORONA PAOLO E FRANCESCHETTI	6709	itapat_1969_4
GIANNONI GIUSEPPE	223	itapat_1990_166
GREGORIO GIUSEPPE	592	itapat_1990_95
FRANCIOSI GIOVANNI A NAPOLI	3187	itapat_1972_1
ROSSI FRANCESCA WANDA	950	itapat_1990_176
CAMPANILE MARIA A NAPOLI	3333	itapat_1973_2
BUONAURIO GIOVANNI E PERROTTA GAETANO A NAPOLI	2343	itapat_1974_3
CUCCARO GIUSEPPE A NAPOLI	1417	itapat_1970_3
CUCCARO GIUSEPPE A NAPOLI	1307	itapat_1969_4
CAPOBIANCO VINCENZO DE BIASI GIOVANNI E DE SIMONE GERARDO A NAPOLI	1179	itapat_1969_3
FIERAMONTI GIUSEPPE A NAPOLI	5101	itapat_1970_1
FONTANELLA GIOVANNI A NAPOLI	483	itapat_1988_3
PRETI ROBERTO A NAPOLI	2984	itapat_1980_1
DE ROSA MARIO	348	itapat_1990_117
SPOLETO ANTONIO	32	itapat_1990_117
PRETI ROBERTO A NAPOLI	5589	itapat_1970_1
GIANNONI GIUSEPPE	624	itapat_1990_117
PRETI ROBERTO A NAPOLI	6711	itapat_1968_1
SPOLETO ANTONIO	472	itapat_1990_96
CIPRIANI ALFREDO A NAPOLI	4765	itapat_1972_2
PIETRANGELO GREGORIO	461	itapat_1990_141
GREGORIO GIUSEPPE	588	itapat_1990_94
ESPOSITO SALVATORE A NAPOLI	5128	itapat_1971_4
DE MARTINO ANNA MARIA	589	itapat_1990_149
DI MARTINO MAURO	666	itapat_1990_167
FRANCIOSA GIOVANNI BATTISTA	134	itapat_1990_55
PEDONE CARLO	173	itapat_1990_130
COLOMBO GIUSEPPE A NAPOLI	6450	itapat_1968_4
DE BIASI GIOVANNI A NAPOLI VICO GIARDINETTO A TOLEDO 77	7555	itapat_1971_2
GREGORIO GIUSEPPE	678	itapat_1990_94
MANZONI ALESSANDRO	166	itapat_1990_3
DE ROSA MARIO	959	itapat_1990_120
BRUNO ANNA	807	itapat_1990_77
PRETI ROBERTO	858	itapat_1990_16
MARINO ANTONIO	170	itapat_1990_89
MANZONI ALESSANDRO	167	itapat_1990_3
RUGGIERO CLAUDIO A NAPOLI	4302	itapat_1977_2
MARINO GIUSEPPE	990	itapat_1990_183
BUSICO VINCENZO, CORRADINI PAOLO, FITTIPALDI FABIO, MIGLIARESI CLAUDIO, NICOLAIS LUIGI, SALERNO VINCENZO E VACATELLO MICHELE A NAPOLI	5071	itapat_1979_1
CAPOZZI PAOLO A NAPOLI	2669	itapat_1971_2
DI MARTINO VITTORIO E DI MARTINO LUIGI A NAPOLI	7567	itapat_1975_1
GREGORIO GIUSEPPE	373	itapat_1990_195
DE ROSA MARIO	847	itapat_1990_135
BOSSO GIUSEPPE	907	itapat_1990_172
BRUNO NICOLA MARIA A NAPOLI	4528	itapat_1973_2
RUSSO RENATO A NAPOLI	2159	itapat_1975_3
PRETI ROBERTO	871	itapat_1990_6
MARINO ANTONIO	298	itapat_1990_94
CAPOZZI PAOLO A NAPOLI	3311	itapat_1969_3
LUCARELLI GIANCARLO A NAPOLI	2748	itapat_1982_1
LUCARELLI GIANCARLO A NAPOLI	3667	itapat_1981_1
FRANCIOSI GIOVANNI F. A NAPOLI	6530	itapat_1974_2
BRUNO ANNA	845	itapat_1990_74
DE ROSA MARIO	631	itapat_1990_151
DE ROSA MARIO	630	itapat_1990_151
GIANNELLI ROBERTO	522	itapat_1990_43
PRETI ROBERTO A NAPOLI	2792	itapat_1981_2
ZAPPIA VINCENZO DE ROSA MARIO NAPOLI	2288	itapat_1987_3
ALLOCCA ANTONIO	128	itapat_1990_142
BALZANO GIUSEPPE	904	itapat_1990_27
GIORDANO FRANCESCO LUCIANO A NAPOLI	1006	itapat_1971_1
DE ROSA GIUSEPPE (30%)	190	itapat_1990_192
PRETI ROBERTO	447	itapat_1990_8
BOA S.N.C. DI BONETTI ROBERTO EALESSANDRINI E C.	899	itapat_1990_25
BOA S.N.C. DI BONETTI ROBERTO EALESSANDRINI E C.	900	itapat_1990_25
FAELLI GIUSEPPE A BRESCIA E COMINI OSCAR A NAVE BRESCIA	2159	itapat_1975_1
CARTIERA DI NEBBIUNO DI ANGELO DONATI E C.S.A.S. A NEBBIUNO NOVARA	3681	itapat_1976_1
FRANCHINI ANDREA	453	itapat_1990_87
FRANCHINI ANDREA	537	itapat_1990_108
FRANCHINI ANDREA	135	itapat_1990_109
FRANCHINI ANDREA	841	itapat_1990_104
LUPINI GIANCARLO	934	itapat_1990_166
SARTORI ANTONIO RULFINI STEFANO A NERVIANO MILANO	2085	itapat_1987_2
PIROVANO STEFANO	990	itapat_1990_145
FERRARESI VITTORIO	697	itapat_1990_42
CASATI GIOVANNI BATTISTA	79	itapat_1990_8
DI FRANCO GIORGIO	382	itapat_1990_74
PEDRAZZOLI CARLO	807	itapat_1990_40
OFF.MECC.SCHIAVI ANGELO A NIARDO BRESCIA	4018	itapat_1970_1
OFFICINE FERRARI S.N.C. DI CARLO EMARIO FERRARI & C.	400	itapat_1990_88
BERTOLI GIORGIO A NICHELINO, TORINO	4458	itapat_1969_4
FERRARI CARLO A NICHELINO, TORINO	1552	itapat_1972_1
FERRARI CARLO A NICHELINO TORINO	7	itapat_1976_1
BERTOLI GIORGIO A NICHELINO, TORINO	8068	itapat_1969_1
RUSSO ANTONIO A NICHELINO TORINO	7438	itapat_1975_3
OFFICINE FERRARI S.N.C. DI CARLO EMARIO FERRARI & C.	365	itapat_1990_74
GILARDI ROBERTO A NICHELINO TORINO	445	itapat_1988_1
CASELLA AGOSTINO, CASELLA MICHELE E CASELLA UMBERTO A NICHELINO, TORINO	4763	itapat_1971_1
CASELLA AGOSTINO, CASELLA MICHELE E CASELLA UMBERTO A NICHELINO, TORINO	6211	itapat_1973_2
CONTI GIUSEPPE	809	itapat_1990_50
VISCONTI LUIGI A NIZZA MONFERRATO, ASTI	3954	itapat_1971_1
VISCONTI LUIGI, A NIZZA, MONFERRATO, ASTI	3952	itapat_1971_1
VISCONTI LUIGI A NIZZA MONFERRATO, ASTI	3953	itapat_1971_1
FERRANTE MASSIMO	281	itapat_1990_48
FERRANTE MASSIMO	186	itapat_1990_61
FERRARA LUIGI	963	itapat_1990_79
FERRANTE MASSIMO	766	itapat_1990_70
GAGLIARDI ANTONIO A NOCERA INFERIORE SALERNO	6875	itapat_1970_2
BALDINI GIOVANNI A NOCERA INFERIORE SALERNO	5017	itapat_1968_4
LAMBERTI GIUSEPPE A NOCERA INFERIORE,SALERNO	7740	itapat_1978_2
LAMBERTI GIUSEPPE A NOCERA SUPERIORE, SALERNO	1486	itapat_1986_2
LAMBERTI GIUSEPPE A NOCERA SUPERIORE SALERNO	1405	itapat_1980_2
LAMBERTI GIUSEPPE A NOCERA SUPERIORE,SALERNO	3624	itapat_1984_3
GALLI ENRICO A NOCERA UMBRA (PERUGIA) FRAZIONE GAIFANA,NOCERA UMBRA(PERU GIA)	4700	itapat_1977_3
BOSELLI GIUSEPPE E FIGLIO A NOCETO PARMA	2422	itapat_1982_2
FERRARI ROMANO DI FERRARI ALESSANDRO E C. S.N.C.	302	itapat_1990_158
SONCINI ROBERTO	804	itapat_1990_192
ADAMI GRAZIANO	230	itapat_1990_19
ADAMI GRAZIANO	271	itapat_1990_142
FERRARIO MARIO COSTRUZ.MECCANICHE A NOCETO PR	1053	itapat_1987_1
ADAMI GRAZIANO	97	itapat_1990_126
FERRARI MARIO A NOCETO (PARMA)	3848	itapat_1982_3
BERTANI PAOLO	746	itapat_1990_73
FERRARI MARIO A NOCETO PARMA	2714	itapat_1978_1
BOSELLI GIUSEPPE E FIGLIO A NOCETO PARMA	3706	itapat_1983_1
FERRARI MARIO A NOCETO PARMA	8277	itapat_1974_2
FERRARI MARIO A NOCETO (PARMA)	3567	itapat_1982_1
FERRARI MARIO A NOCETO PARMA	3012	itapat_1979_3
REGGIANI ANGELO A NOCETO PARMA	2216	itapat_1978_3
MAZZARELLA FRANCESCO	33	itapat_1990_52
SARDO GIUSEPPE	591	itapat_1990_149
SARDO GIUSEPPE	508	itapat_1990_171
SARDO GIUSEPPE	344	itapat_1990_107
SARDO GIUSEPPE	396	itapat_1990_153
SARDO GIUSEPPE	57	itapat_1990_155
SARDO GIUSEPPE	48	itapat_1990_130
SARDO GIUSEPPE	91	itapat_1990_150
SARDO GIUSEPPE	763	itapat_1990_154
SARDO GIUSEPPE	696	itapat_1990_152
SARDO GIUSEPPE	21	itapat_1990_168
COSTA MAURIZIO	494	itapat_1990_30
SARDO GIUSEPPE	454	itapat_1990_135
